gender,TenureGroup,MCGroup,TCGroup,Churned
Female,1,4,0,0
Male,1,4,0,0
Male,1,4,0,1
Female,1,4,0,1
Male,1,4,0,0
Male,1,4,0,1
Male,1,4,0,0
Female,1,4,0,0
Male,1,4,0,0
Female,1,4,0,0
Male,1,4,0,0
Female,1,4,0,0
Male,1,4,0,0
Female,1,5,0,1
Female,1,5,0,1
Female,1,5,0,0
Female,1,4,1,0
Male,1,4,1,0
Male,1,4,1,0
Male,1,4,1,0
Female,1,4,1,0
Male,1,4,1,0
Male,1,4,1,0
Male,1,4,1,1
Female,1,4,1,1
Female,1,4,1,0
Male,1,4,1,0
Male,1,5,1,0
Male,1,5,1,0
Male,1,5,1,0
Female,1,5,1,0
Female,1,5,1,0
Male,1,5,1,0
Female,1,5,1,0
Male,1,5,1,0
Female,1,5,1,0
Female,1,5,1,0
Female,1,5,1,0
Male,1,5,1,0
Male,1,5,1,0
Male,1,5,1,0
Female,1,5,1,0
Female,1,5,1,0
Male,1,5,1,0
Male,1,5,1,0
Female,1,5,1,1
Female,1,5,1,1
Male,1,5,1,1
Male,1,5,1,0
Male,1,5,1,0
Female,1,5,1,0
Male,1,5,1,0
Male,1,5,1,0
Male,1,5,1,0
Male,1,5,1,0
Female,1,5,1,0
Female,1,6,1,0
Female,1,6,1,0
Male,1,6,1,0
Male,1,6,1,1
Female,1,6,1,0
Male,1,6,1,1
Male,1,6,1,0
Female,1,6,1,0
Female,1,6,1,0
Female,1,6,1,1
Male,1,6,1,1
Male,1,6,1,1
Male,1,6,1,0
Female,1,6,1,1
Male,1,6,1,1
Female,1,6,1,0
Male,1,6,1,0
Male,1,6,1,0
Female,1,6,1,1
Female,1,6,1,1
Female,1,6,1,1
Male,1,6,1,1
Female,1,6,1,0
Male,1,6,1,0
Male,1,6,1,0
Male,1,6,1,0
Male,1,6,1,1
Male,1,6,1,1
Female,1,6,1,1
Male,1,6,1,0
Female,1,6,1,0
Male,1,6,1,0
Male,1,6,1,0
Male,1,6,1,1
Male,1,6,1,0
Female,1,6,1,0
Female,1,6,1,1
Female,1,6,1,1
Male,1,6,1,0
Male,1,6,1,0
Female,1,6,1,0
Female,1,6,1,1
Female,1,6,1,1
Male,1,6,1,0
Male,1,6,1,0
Female,1,6,1,0
Female,1,6,1,1
Male,1,6,1,0
Male,1,6,1,1
Female,1,6,1,0
Female,1,6,1,0
Female,1,6,1,0
Male,1,6,1,1
Female,1,6,1,0
Female,1,6,1,0
Female,1,6,1,0
Male,1,7,1,1
Female,1,7,1,1
Male,1,7,1,1
Male,1,7,1,0
Male,1,7,1,1
Female,1,7,1,1
Male,1,7,1,1
Male,1,7,1,1
Male,1,7,1,0
Female,1,7,1,1
Female,1,7,1,0
Female,1,7,1,1
Female,1,7,1,0
Female,1,7,1,1
Male,1,7,1,1
Female,1,7,1,1
Male,1,7,1,0
Female,1,7,1,1
Female,1,7,1,1
Female,1,7,1,0
Female,1,7,1,0
Male,1,7,1,1
Male,1,7,1,0
Female,1,7,1,1
Male,1,7,1,1
Female,1,7,1,0
Female,1,7,1,0
Male,1,7,1,0
Female,1,7,1,1
Female,1,7,1,0
Male,1,7,1,1
Female,1,7,1,1
Male,1,7,1,0
Female,1,7,1,1
Female,1,7,1,1
Female,1,7,1,1
Male,1,7,1,0
Male,1,7,1,0
Female,1,7,1,0
Male,1,7,1,0
Female,1,7,1,1
Female,1,7,1,0
Male,1,7,1,1
Male,1,7,1,0
Male,1,7,1,0
Male,1,8,1,1
Female,1,8,1,0
Male,1,8,1,0
Female,1,8,1,1
Female,1,8,1,0
Male,1,8,1,0
Female,1,8,1,0
Female,1,8,1,0
Male,1,8,1,1
Male,1,8,1,0
Male,1,8,1,0
Female,1,8,1,1
Female,1,8,1,1
Male,1,8,1,0
Male,1,8,1,1
Female,1,7,2,0
Female,1,7,2,0
Male,1,7,2,0
Male,1,7,2,0
Female,1,7,2,0
Male,1,7,2,0
Female,1,7,2,1
Male,1,7,2,0
Male,1,7,2,0
Female,1,7,2,0
Female,1,7,2,1
Female,1,7,2,1
Male,1,7,2,0
Male,1,7,2,1
Male,1,7,2,1
Male,1,7,2,0
Male,1,7,2,1
Male,1,7,2,1
Female,1,7,2,0
Female,1,7,2,0
Male,1,7,2,0
Female,1,8,2,1
Female,1,8,2,1
Male,1,8,2,0
Male,1,8,2,0
Female,1,8,2,1
Male,1,8,2,1
Female,1,8,2,0
Male,1,8,2,0
Male,1,8,2,0
Female,1,8,2,0
Male,1,8,2,0
Male,1,8,2,1
Female,1,8,2,1
Female,1,8,2,0
Male,1,8,2,0
Male,1,8,2,1
Female,1,8,2,1
Male,1,8,2,1
Male,1,8,2,0
Female,1,8,2,0
Male,1,8,2,0
Male,1,8,2,1
Male,1,8,2,1
Female,1,8,2,1
Female,1,8,2,0
Female,1,8,2,1
Female,1,8,2,0
Male,1,8,2,1
Male,1,8,2,0
Male,1,8,2,0
Female,1,8,2,0
Female,1,8,2,1
Female,1,8,2,1
Male,1,8,2,1
Male,1,8,2,0
Female,1,8,2,0
Male,1,8,2,1
Female,1,8,2,1
Female,1,8,2,1
Male,1,8,2,0
Female,1,8,2,1
Male,1,8,2,1
Male,1,8,2,0
Female,1,8,2,0
Female,1,8,2,0
Male,1,8,2,0
Female,1,8,2,1
Female,1,8,2,0
Female,1,8,2,1
Male,1,8,2,0
Female,1,8,2,1
Male,1,8,2,1
Male,1,8,2,0
Female,1,8,2,1
Male,1,8,2,1
Female,1,8,2,1
Male,1,8,2,1
Female,1,8,2,1
Male,1,8,2,1
Female,1,8,2,1
Female,1,8,2,1
Male,1,8,2,0
Female,1,8,2,1
Male,1,8,3,0
Female,1,8,3,1
Male,2,0,0,0
Male,2,0,0,0
Female,2,0,0,0
Male,2,0,0,0
Female,2,0,0,0
Female,2,0,0,0
Female,2,0,0,0
Male,2,0,0,1
Female,2,0,0,0
Female,2,0,0,0
Male,2,0,0,0
Female,2,0,0,0
Male,2,0,0,0
Female,2,0,0,0
Female,2,0,0,0
Male,2,0,0,0
Female,2,0,0,0
Female,2,0,0,0
Male,2,0,0,0
Male,2,0,0,0
Female,2,0,0,0
Male,2,0,0,0
Female,2,0,0,0
Female,2,0,0,0
Female,2,0,0,0
Female,2,0,0,0
Male,2,0,0,0
Male,2,0,0,0
Male,2,0,0,0
Male,2,0,0,0
Male,2,0,0,0
Female,2,0,0,0
Male,2,0,0,0
Female,2,0,0,0
Male,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Female,2,1,0,1
Female,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Male,2,1,0,0
Male,2,1,0,0
Female,2,1,0,0
Female,2,1,0,0
Female,2,2,0,0
Female,2,2,0,0
Female,2,2,0,0
Female,2,2,0,1
Female,2,2,0,0
Male,2,2,0,0
Female,2,2,0,0
Female,2,2,0,0
Female,2,2,0,0
Male,2,2,0,0
Male,2,3,0,1
Male,2,3,0,0
Male,2,3,0,0
Female,2,3,0,0
Male,2,3,0,0
Male,2,3,0,1
Male,2,3,0,0
Male,2,3,0,1
Female,2,3,0,1
Male,2,3,0,0
Female,2,3,0,0
Female,2,3,1,0
Male,2,3,1,0
Male,2,3,1,0
Female,2,3,1,1
Female,2,3,1,0
Male,2,3,1,1
Female,2,3,1,0
Female,2,3,1,0
Male,2,3,1,0
Male,2,3,1,1
Male,2,3,1,0
Female,2,4,1,1
Male,2,4,1,0
Male,2,4,1,0
Male,2,4,1,0
Female,2,4,1,0
Female,2,4,1,1
Female,2,4,1,0
Male,2,4,1,1
Female,2,4,1,0
Male,2,4,1,0
Female,2,4,1,0
Male,2,4,1,0
Female,2,4,1,0
Male,2,4,1,0
Male,2,4,1,0
Male,2,4,1,0
Male,2,4,1,0
Female,2,4,1,0
Male,2,4,1,1
Female,2,4,1,1
Male,2,4,1,0
Female,2,4,1,0
Male,2,4,1,0
Male,2,4,1,1
Male,2,4,1,1
Male,2,4,1,0
Male,2,4,1,0
Male,2,4,1,0
Female,2,4,1,0
Female,2,4,1,0
Female,2,4,1,0
Female,2,4,1,0
Male,2,4,1,0
Male,2,4,1,1
Male,2,4,1,1
Male,2,4,1,0
Male,2,4,1,0
Male,2,4,1,0
Female,2,4,1,0
Female,2,4,1,0
Male,2,4,1,0
Male,2,4,1,0
Male,2,4,1,0
Male,2,4,1,0
Female,2,4,1,0
Male,2,4,1,0
Female,2,4,1,0
Female,2,4,1,0
Male,2,4,1,0
Female,2,5,1,0
Male,2,5,1,0
Male,2,5,1,1
Male,2,5,1,0
Male,2,5,1,0
Male,2,5,1,1
Female,2,5,1,0
Male,2,5,1,0
Female,2,5,1,0
Male,2,5,1,0
Female,2,5,1,1
Male,2,5,1,0
Male,2,5,1,0
Female,2,5,1,1
Male,2,5,1,0
Male,2,5,1,0
Male,2,5,1,0
Female,2,5,1,1
Male,2,5,1,0
Female,2,5,1,0
Male,2,5,1,0
Female,2,5,1,0
Female,2,6,1,1
Female,2,6,1,0
Male,2,6,1,1
Male,2,6,1,1
Female,2,6,1,0
Male,2,5,2,0
Female,2,5,2,0
Female,2,5,2,1
Male,2,5,2,0
Female,2,5,2,0
Female,2,5,2,0
Male,2,5,2,1
Male,2,5,2,0
Male,2,5,2,0
Male,2,5,2,0
Female,2,5,2,0
Female,2,6,2,0
Female,2,6,2,0
Female,2,6,2,0
Female,2,6,2,1
Female,2,6,2,0
Female,2,6,2,1
Male,2,6,2,0
Male,2,6,2,0
Female,2,6,2,1
Female,2,6,2,0
Female,2,6,2,1
Male,2,6,2,0
Male,2,6,2,0
Male,2,6,2,1
Female,2,6,2,1
Female,2,6,2,0
Female,2,6,2,0
Female,2,6,2,0
Female,2,6,2,1
Male,2,6,2,1
Male,2,6,2,0
Male,2,6,2,1
Male,2,6,2,0
Female,2,6,2,0
Female,2,6,2,1
Female,2,6,2,1
Male,2,6,2,0
Female,2,6,2,0
Female,2,6,2,0
Male,2,6,2,0
Female,2,6,2,0
Male,2,6,2,0
Male,2,6,2,0
Male,2,6,2,0
Female,2,6,2,0
Female,2,6,2,0
Female,2,6,2,1
Female,2,6,2,0
Male,2,6,2,0
Female,2,6,2,0
Female,2,6,2,0
Female,2,7,2,0
Male,2,7,2,0
Female,2,7,2,1
Male,2,7,2,1
Male,2,7,2,1
Female,2,7,2,0
Male,2,7,2,0
Female,2,7,2,1
Female,2,7,2,0
Female,2,7,2,0
Female,2,7,2,0
Female,2,7,2,0
Male,2,7,2,0
Female,2,7,2,1
Female,2,7,2,1
Male,2,7,2,1
Female,2,7,2,0
Female,2,7,2,1
Female,2,7,2,0
Male,2,7,2,1
Male,2,7,2,0
Male,2,7,2,0
Male,2,7,2,0
Female,2,7,2,0
Female,2,7,2,1
Female,2,7,2,1
Male,2,7,2,0
Male,2,7,2,0
Female,2,7,2,0
Female,2,7,2,1
Male,2,7,2,0
Male,2,7,2,0
Female,2,7,2,0
Female,2,7,2,0
Male,2,7,2,1
Male,2,7,2,0
Female,2,7,2,0
Female,2,7,2,0
Male,2,7,2,0
Female,2,7,2,0
Male,2,7,2,0
Female,2,7,2,0
Female,2,7,2,0
Female,2,7,2,1
Male,2,7,2,0
Male,2,7,2,0
Female,2,7,2,0
Female,2,7,2,0
Male,2,8,2,1
Female,2,8,2,0
Male,2,8,2,1
Male,2,8,2,1
Female,2,8,2,0
Female,2,8,2,0
Male,2,8,2,1
Male,2,8,2,0
Female,2,8,2,1
Male,2,8,2,0
Female,2,8,2,0
Male,2,8,2,1
Female,2,8,2,1
Male,2,8,2,1
Female,2,8,2,1
Female,2,8,2,1
Female,2,8,2,0
Male,2,8,2,0
Male,2,8,2,0
Female,2,8,2,0
Female,2,6,3,0
Female,2,7,3,0
Female,2,7,3,0
Male,2,7,3,1
Male,2,7,3,0
Male,2,7,3,0
Female,2,7,3,0
Male,2,7,3,0
Female,2,7,3,0
Male,2,7,3,0
Female,2,7,3,0
Male,2,7,3,1
Female,2,7,3,0
Male,2,8,3,1
Male,2,8,3,1
Female,2,8,3,1
Male,2,8,3,1
Male,2,8,3,1
Female,2,8,3,0
Female,2,8,3,1
Male,2,8,3,1
Male,2,8,3,1
Male,2,8,3,1
Female,2,8,3,0
Male,2,8,3,1
Male,2,8,3,1
Male,2,8,3,0
Female,2,8,3,0
Male,2,8,3,1
Male,2,8,3,0
Male,2,8,3,0
Female,2,8,3,1
Male,2,8,3,0
Female,2,8,3,1
Male,2,8,3,0
Female,2,8,3,0
Male,2,8,3,0
Male,2,8,3,1
Male,2,8,3,1
Male,2,8,3,0
Male,2,8,3,1
Male,2,8,3,0
Male,2,8,3,0
Female,2,8,3,1
Male,2,8,3,0
Male,2,8,3,0
Male,2,8,3,0
Female,2,8,3,1
Male,2,8,3,1
Male,2,8,3,0
Male,2,8,3,1
Female,2,8,3,0
Male,2,8,3,1
Male,2,8,3,0
Male,2,8,3,0
Female,2,8,3,0
Male,2,8,3,1
Male,2,8,3,0
Male,2,8,3,1
Male,2,8,3,1
Male,2,8,3,1
Male,2,8,3,1
Male,2,8,3,0
Female,2,8,3,0
Male,2,8,3,1
Male,2,8,3,0
Female,2,8,3,0
Male,2,8,3,0
Male,2,8,3,1
Female,2,8,3,0
Female,2,8,3,1
Male,2,8,3,0
Female,2,8,3,0
Female,2,8,3,0
Female,2,8,4,1
Female,3,0,0,0
Female,3,0,0,0
Male,3,0,0,0
Male,3,0,0,0
Male,3,0,0,0
Female,3,0,0,0
Male,3,0,0,0
Male,3,0,0,0
Female,3,0,0,0
Female,3,0,0,0
Male,3,0,0,0
Male,3,0,0,0
Male,3,0,0,0
Female,3,0,0,0
Male,3,0,0,0
Female,3,0,0,0
Male,3,0,0,0
Male,3,0,0,0
Female,3,0,0,0
Male,3,0,0,0
Female,3,0,0,0
Female,3,0,0,0
Male,3,0,0,0
Female,3,0,0,0
Female,3,0,0,0
Female,3,0,0,0
Male,3,0,0,0
Female,3,0,0,0
Male,3,0,0,0
Male,3,0,0,0
Female,3,0,0,0
Female,3,0,0,0
Male,3,0,0,0
Male,3,0,0,0
Male,3,0,0,0
Male,3,0,0,0
Female,3,1,0,0
Male,3,1,0,0
Male,3,1,0,0
Male,3,1,0,0
Female,3,1,0,0
Female,3,1,0,0
Male,3,1,0,0
Female,3,1,0,0
Female,3,1,0,0
Male,3,1,0,0
Male,3,1,0,0
Female,3,1,0,0
Male,3,1,0,0
Female,3,1,0,0
Male,3,1,0,1
Male,3,1,0,0
Female,3,1,0,0
Male,3,1,0,0
Male,3,1,0,0
Female,3,1,0,0
Female,3,1,0,1
Male,3,1,0,0
Female,3,1,0,0
Female,3,1,0,0
Female,3,1,0,0
Female,3,1,0,0
Male,3,1,0,0
Male,3,1,0,0
Female,3,1,0,0
Male,3,1,0,0
Male,3,1,0,0
Male,3,1,0,0
Female,3,1,0,0
Male,3,1,0,0
Female,3,1,0,0
Male,3,1,0,0
Female,3,1,0,0
Female,3,1,0,0
Male,3,1,0,0
Male,3,1,0,0
Male,3,1,0,0
Female,3,1,0,0
Female,3,1,0,1
Female,3,1,0,0
Male,3,1,0,0
Female,3,2,0,1
Female,3,2,0,1
Male,3,2,0,0
Female,3,2,0,0
Male,3,2,0,0
Female,3,2,0,0
Female,3,2,0,1
Female,3,2,0,0
Female,3,2,0,0
Male,3,2,0,0
Male,3,3,0,0
Female,3,2,1,0
Female,3,2,1,0
Female,3,2,1,1
Female,3,2,1,0
Male,3,2,1,0
Female,3,2,1,0
Male,3,2,1,0
Female,3,2,1,0
Male,3,2,1,0
Female,3,2,1,0
Male,3,3,1,0
Male,3,3,1,0
Male,3,3,1,0
Male,3,3,1,0
Female,3,3,1,0
Male,3,3,1,0
Female,3,3,1,0
Male,3,3,1,0
Female,3,3,1,0
Female,3,3,1,0
Male,3,3,1,0
Male,3,3,1,0
Female,3,3,1,0
Male,3,3,1,0
Male,3,3,1,0
Female,3,3,1,0
Female,3,3,1,0
Female,3,4,1,0
Male,3,4,1,0
Male,3,4,1,0
Female,3,4,1,0
Female,3,4,1,0
Male,3,4,1,0
Male,3,4,1,0
Female,3,4,1,0
Male,3,4,1,0
Male,3,4,1,0
Female,3,4,1,0
Male,3,4,1,0
Female,3,4,1,0
Male,3,4,1,0
Female,3,4,1,0
Male,3,4,1,0
Male,3,4,1,0
Male,3,4,1,0
Male,3,4,1,0
Female,3,4,1,0
Female,3,4,1,0
Male,3,4,1,0
Female,3,5,1,0
Male,3,4,2,0
Male,3,4,2,0
Male,3,4,2,0
Male,3,4,2,0
Male,3,4,2,0
Male,3,4,2,0
Male,3,4,2,1
Male,3,4,2,0
Female,3,4,2,0
Female,3,4,2,0
Male,3,4,2,0
Male,3,4,2,0
Female,3,4,2,0
Female,3,4,2,0
Male,3,4,2,0
Female,3,4,2,0
Female,3,4,2,0
Female,3,4,2,0
Female,3,4,2,0
Female,3,4,2,0
Male,3,5,2,0
Female,3,5,2,0
Male,3,5,2,0
Female,3,5,2,0
Female,3,5,2,0
Female,3,5,2,0
Male,3,5,2,1
Female,3,5,2,0
Male,3,5,2,0
Female,3,5,2,1
Male,3,5,2,0
Female,3,5,2,0
Male,3,5,2,0
Female,3,5,2,0
Female,3,5,2,0
Male,3,5,2,0
Female,3,5,2,0
Female,3,5,2,0
Male,3,5,2,0
Female,3,5,2,0
Female,3,5,2,0
Female,3,5,2,0
Male,3,5,2,0
Female,3,5,2,0
Female,3,6,2,0
Female,3,6,2,0
Male,3,6,2,1
Male,3,6,2,0
Male,3,6,2,0
Male,3,6,2,0
Female,3,6,2,1
Female,3,6,2,1
Female,3,6,2,0
Male,3,6,2,1
Male,3,6,2,0
Male,3,6,2,0
Female,3,6,2,0
Female,3,6,2,0
Female,3,6,2,0
Male,3,6,2,0
Male,3,6,2,0
Male,3,6,2,1
Male,3,6,2,0
Female,3,6,2,1
Female,3,6,2,0
Male,3,6,2,0
Male,3,6,2,0
Female,3,6,3,1
Female,3,6,3,0
Female,3,6,3,0
Female,3,6,3,0
Male,3,6,3,1
Male,3,6,3,0
Female,3,6,3,0
Female,3,6,3,1
Male,3,6,3,0
Male,3,6,3,1
Female,3,6,3,0
Male,3,6,3,1
Male,3,6,3,0
Female,3,6,3,0
Female,3,6,3,0
Male,3,6,3,0
Male,3,6,3,0
Male,3,6,3,0
Female,3,6,3,0
Female,3,7,3,0
Female,3,7,3,0
Female,3,7,3,1
Female,3,7,3,1
Female,3,7,3,1
Female,3,7,3,1
Female,3,7,3,0
Male,3,7,3,0
Male,3,7,3,0
Male,3,7,3,0
Male,3,7,3,0
Female,3,7,3,1
Female,3,7,3,1
Female,3,7,3,1
Female,3,7,3,0
Female,3,7,3,1
Male,3,7,3,0
Female,3,7,3,0
Female,3,7,3,0
Male,3,7,3,0
Female,3,7,3,1
Female,3,7,3,1
Female,3,7,3,0
Male,3,7,3,0
Female,3,7,3,0
Female,3,7,3,0
Male,3,7,3,0
Male,3,7,3,1
Female,3,7,3,0
Male,3,7,3,1
Female,3,7,3,1
Male,3,7,3,0
Male,3,7,3,1
Male,3,7,3,1
Male,3,7,3,0
Male,3,7,3,1
Female,3,7,3,0
Male,3,7,3,1
Female,3,7,3,0
Male,3,7,3,1
Male,3,7,3,0
Female,3,7,3,1
Female,3,7,3,0
Male,3,7,3,0
Female,3,7,3,0
Male,3,7,3,0
Male,3,7,3,0
Female,3,7,3,0
Male,3,7,3,0
Female,3,7,3,1
Female,3,7,3,0
Male,3,7,3,0
Male,3,7,3,0
Male,3,8,3,1
Male,3,8,3,1
Male,3,8,3,0
Male,3,8,3,0
Female,3,8,3,1
Female,3,8,3,0
Male,3,8,3,0
Male,3,8,3,1
Male,3,8,3,1
Male,3,8,3,0
Male,3,8,3,0
Female,3,8,3,1
Male,3,8,3,1
Female,3,8,3,1
Female,3,8,3,0
Female,3,8,3,0
Female,3,8,3,1
Male,3,8,3,0
Female,3,7,4,0
Female,3,7,4,1
Male,3,7,4,0
Male,3,7,4,0
Male,3,7,4,1
Female,3,8,4,1
Female,3,8,4,0
Female,3,8,4,1
Male,3,8,4,0
Male,3,8,4,0
Female,3,8,4,1
Male,3,8,4,0
Male,3,8,4,1
Female,3,8,4,1
Male,3,8,4,1
Female,3,8,4,0
Female,3,8,4,1
Male,3,8,4,0
Female,3,8,4,0
Male,3,8,4,1
Male,3,8,4,1
Female,3,8,4,0
Male,3,8,4,1
Male,3,8,4,0
Female,3,8,4,0
Female,3,8,4,0
Female,3,8,4,0
Male,3,8,4,0
Male,3,8,4,0
Female,3,8,4,0
Male,3,8,4,0
Female,3,8,4,0
Male,3,8,4,0
Male,3,8,4,1
Male,3,8,4,1
Male,3,8,4,1
Male,3,8,4,0
Male,3,8,4,1
Female,3,8,4,1
Female,3,8,4,0
Female,3,8,4,1
Female,3,8,4,1
Male,3,8,4,1
Male,3,8,4,1
Male,3,8,4,1
Male,3,8,4,0
Male,3,8,4,0
Female,3,8,4,0
Female,3,8,4,1
Female,3,8,4,1
Female,3,8,4,1
Female,3,8,4,0
Male,3,8,4,0
Male,3,8,4,0
Female,3,8,4,0
Female,3,8,4,0
Male,3,8,5,1
Male,3,8,5,1
Male,3,8,5,0
Female,3,8,5,1
Male,4,0,0,1
Female,4,0,0,0
Female,4,0,0,1
Male,4,0,0,0
Male,4,0,0,0
Male,4,0,0,0
Male,4,0,0,0
Female,4,0,0,0
Female,4,0,0,0
Female,4,0,0,0
Male,4,0,0,0
Female,4,0,0,0
Male,4,0,0,0
Female,4,0,0,0
Female,4,0,0,0
Male,4,0,0,0
Female,4,0,0,0
Male,4,0,0,0
Female,4,0,0,0
Male,4,0,0,0
Male,4,0,0,0
Male,4,1,0,0
Female,4,1,0,0
Male,4,1,0,0
Male,4,1,0,0
Female,4,1,0,0
Female,4,1,0,0
Female,4,1,0,0
Female,4,1,0,0
Male,4,1,0,0
Female,4,1,0,0
Male,4,1,0,0
Male,4,1,0,0
Female,4,1,0,0
Male,4,1,0,0
Female,4,1,0,0
Female,4,1,0,0
Female,4,1,0,0
Male,4,1,0,0
Male,4,1,0,0
Female,4,1,0,0
Female,4,1,0,0
Female,4,1,0,0
Male,4,1,0,0
Female,4,1,0,0
Male,4,1,0,0
Female,4,1,0,0
Female,4,1,0,0
Male,4,1,0,0
Male,4,1,0,0
Male,4,1,0,0
Male,4,1,0,0
Female,4,1,0,0
Female,4,1,0,0
Male,4,1,0,0
Male,4,1,0,0
Male,4,1,0,0
Male,4,1,0,1
Female,4,1,0,0
Female,4,1,0,0
Female,4,2,0,0
Male,4,2,0,0
Male,4,2,1,1
Female,4,2,1,0
Male,4,2,1,0
Male,4,2,1,0
Female,4,2,1,0
Male,4,3,1,0
Female,4,3,1,0
Female,4,3,1,0
Male,4,3,1,0
Male,4,3,1,0
Female,4,3,1,1
Male,4,3,1,0
Female,4,3,1,0
Male,4,4,1,0
Male,4,3,2,0
Male,4,3,2,0
Male,4,3,2,0
Male,4,4,2,0
Male,4,4,2,0
Female,4,4,2,1
Male,4,4,2,0
Female,4,4,2,1
Female,4,4,2,0
Male,4,4,2,0
Male,4,4,2,0
Female,4,4,2,0
Male,4,4,2,0
Female,4,4,2,1
Female,4,4,2,0
Female,4,4,2,0
Female,4,4,2,0
Male,4,4,2,0
Male,4,4,2,0
Male,4,4,2,0
Female,4,4,2,0
Female,4,4,2,0
Female,4,4,2,0
Male,4,4,2,0
Male,4,4,2,0
Male,4,4,2,0
Male,4,4,2,0
Male,4,4,2,0
Male,4,4,2,0
Female,4,4,2,0
Male,4,5,2,0
Female,4,5,2,1
Female,4,5,2,0
Male,4,5,2,0
Female,4,5,2,0
Male,4,5,2,0
Female,4,5,2,0
Male,4,5,2,0
Female,4,4,3,0
Female,4,5,3,0
Male,4,5,3,0
Male,4,5,3,0
Female,4,5,3,0
Female,4,5,3,1
Female,4,5,3,0
Female,4,5,3,0
Female,4,5,3,0
Male,4,5,3,1
Female,4,5,3,0
Female,4,5,3,1
Female,4,5,3,0
Female,4,5,3,1
Male,4,5,3,0
Female,4,5,3,0
Male,4,5,3,0
Female,4,5,3,0
Male,4,5,3,0
Male,4,5,3,0
Male,4,5,3,0
Male,4,6,3,0
Female,4,6,3,1
Male,4,6,3,1
Female,4,6,3,0
Female,4,6,3,0
Female,4,6,3,1
Female,4,6,3,0
Female,4,6,3,1
Male,4,6,3,1
Male,4,6,3,0
Female,4,6,3,0
Male,4,6,3,0
Male,4,6,3,1
Female,4,6,3,0
Male,4,6,3,1
Female,4,6,3,0
Female,4,6,3,0
Female,4,6,3,0
Male,4,6,3,1
Male,4,6,3,0
Male,4,6,3,0
Female,4,6,3,0
Male,4,6,3,0
Female,4,6,3,0
Female,4,6,3,0
Female,4,6,3,0
Female,4,6,3,0
Male,4,6,3,1
Male,4,6,3,0
Male,4,6,3,0
Male,4,6,3,0
Female,4,6,3,0
Male,4,6,3,0
Male,4,6,3,0
Male,4,6,3,0
Female,4,7,3,0
Male,4,7,3,1
Female,4,7,3,0
Male,4,7,3,0
Male,4,7,3,0
Male,4,6,4,1
Female,4,6,4,0
Male,4,6,4,0
Female,4,6,4,1
Female,4,6,4,1
Male,4,6,4,0
Male,4,6,4,0
Male,4,6,4,0
Male,4,6,4,1
Female,4,6,4,0
Female,4,6,4,0
Male,4,6,4,0
Female,4,6,4,0
Male,4,7,4,0
Female,4,7,4,1
Female,4,7,4,0
Female,4,7,4,1
Male,4,7,4,0
Female,4,7,4,0
Male,4,7,4,1
Female,4,7,4,0
Male,4,7,4,0
Female,4,7,4,1
Male,4,7,4,1
Female,4,7,4,1
Female,4,7,4,0
Male,4,7,4,0
Female,4,7,4,0
Female,4,7,4,0
Male,4,7,4,1
Female,4,7,4,0
Male,4,7,4,0
Male,4,7,4,0
Male,4,7,4,1
Female,4,7,4,1
Female,4,7,4,1
Female,4,7,4,0
Male,4,7,4,0
Male,4,7,4,1
Female,4,7,4,0
Female,4,7,4,0
Male,4,7,4,0
Female,4,7,4,0
Female,4,7,4,1
Male,4,7,4,1
Female,4,7,4,1
Female,4,7,4,0
Male,4,7,4,0
Female,4,7,4,0
Male,4,7,4,0
Female,4,7,4,0
Male,4,7,4,1
Male,4,7,4,0
Male,4,7,4,1
Female,4,7,4,0
Female,4,7,4,0
Male,4,7,4,0
Male,4,7,4,0
Male,4,8,4,0
Male,4,8,4,0
Male,4,8,4,1
Male,4,8,4,0
Female,4,8,4,0
Female,4,8,4,1
Female,4,8,4,0
Female,4,8,4,0
Male,4,8,4,0
Male,4,8,4,0
Female,4,8,4,1
Male,4,8,4,1
Male,4,8,4,0
Female,4,8,4,0
Female,4,8,4,0
Male,4,8,4,0
Female,4,8,4,1
